psmid|articleid|assetid|counter
cho_diax_1947-1948_0000_000_0000|191|DFXQOP977548207|1
cho_diax_1947-1948_0000_000_0000|192|SVGLVB418424602|1
cho_binx_1927-1928_0004_000_0000|20|PHLMAF483326312|1
cho_diax_1947-1948_0000_000_0000|194|GGUPKK868352375|1
cho_binx_1933-1934_0010_000_0000|13|VIGRTC693419701|1
cho_diax_1947-1948_0000_000_0000|196|LVCQUS918654294|1
cho_binx_1943_0020_000_0000|199|ISWAZM777312318|1
cho_diax_1947-1948_0000_000_0000|198|RSMTUN404757062|1
cho_diax_1947-1948_0000_000_0000|199|TZCLXR731403270|1
cho_diax_1947-1948_0000_000_0000|2|BAFOFG523457101|1
cho_diax_1947-1948_0000_000_0000|20|HJZQGZ447207165|1
cho_diax_1947-1948_0000_000_0000|200|CCITXA918698247|1
cho_diax_1947-1948_0000_000_0000|201|IXLFGY178857134|1
cho_diax_1947-1948_0000_000_0000|202|TUCLQD630046368|1
cho_diax_1947-1948_0000_000_0000|203|WCYJSA683117453|1
cho_diax_1947-1948_0000_000_0000|204|DRZMKX353846857|1
cho_diax_1947-1948_0000_000_0000|205|MHUPMT057461230|1
cho_diax_1947-1948_0000_000_0000|206|PWCEBF627836214|1
cho_diax_1947-1948_0000_000_0000|207|OLTXUL414580810|1
cho_diax_1947-1948_0000_000_0000|208|UJUAOK384505142|1
cho_diax_1947-1948_0000_000_0000|209|WKVZWK183921713|1
cho_diax_1947-1948_0000_000_0000|21|IIVQNG019821208|1
cho_diax_1947-1948_0000_000_0000|210|NNTTXP151995768|1
cho_diax_1947-1948_0000_000_0000|211|CHHYEF412583803|1
cho_diax_1947-1948_0000_000_0000|212|UGMPRJ709228245|1
cho_binx_1943_0020_000_0000|2|KIKNDG472561395|1
cho_diax_1947-1948_0000_000_0000|214|QHCNSA534707964|1
cho_diax_1947-1948_0000_000_0000|215|KIHJPV003613756|1
cho_diax_1947-1948_0000_000_0000|216|HWQFJN142926344|1
cho_diax_1947-1948_0000_000_0000|217|QFWOVO177540802|1
cho_diax_1947-1948_0000_000_0000|218|EGBTLH960030519|1
cho_diax_1947-1948_0000_000_0000|219|VVCKXN499017028|1
cho_diax_1947-1948_0000_000_0000|22|RXQDKF744153087|1
cho_diax_1947-1948_0000_000_0000|220|NLMQXC092128507|1
cho_diax_1947-1948_0000_000_0000|221|WEWBZB444342439|1
cho_diax_1947-1948_0000_000_0000|222|KMGYAX377565640|1
cho_diax_1947-1948_0000_000_0000|223|GQTTBF161106438|1
cho_diax_1947-1948_0000_000_0000|224|IOMDTL449616968|1
cho_diax_1947-1948_0000_000_0000|225|JXQUFQ753539997|1
cho_diax_1947-1948_0000_000_0000|226|UUSRTB714112480|1
cho_diax_1947-1948_0000_000_0000|227|VFALMP229118290|1
cho_diax_1947-1948_0000_000_0000|228|WBMUCZ818099224|1
cho_diax_1947-1948_0000_000_0000|229|PFYFAT558367426|1
cho_diax_1947-1948_0000_000_0000|23|MNVXBR506479094|1
cho_diax_1947-1948_0000_000_0000|230|BTTFBB704287301|1
cho_diax_1947-1948_0000_000_0000|231|HCNPQN535431277|1
cho_diax_1947-1948_0000_000_0000|232|AEVXIT157005387|1
cho_diax_1947-1948_0000_000_0000|233|RXZMAN604490649|1
cho_diax_1947-1948_0000_000_0000|234|LPLAHE094073925|1
cho_diax_1947-1948_0000_000_0000|235|VRMLOQ060625833|1
cho_diax_1947-1948_0000_000_0000|236|MLYKRX206905140|1
cho_diax_1947-1948_0000_000_0000|237|IQTGWH805425876|1
cho_diax_1947-1948_0000_000_0000|238|DADKJF368352472|1
cho_diax_1947-1948_0000_000_0000|239|VUZXJL574437332|1
cho_diax_1947-1948_0000_000_0000|24|TRIDQO547018406|1
cho_diax_1947-1948_0000_000_0000|240|QWEQZI677228423|1
cho_diax_1947-1948_0000_000_0000|241|JAABZH284743744|1
cho_diax_1947-1948_0000_000_0000|242|UBICJM751000446|1
cho_diax_1947-1948_0000_000_0000|243|TEKXIX812513590|1
cho_diax_1947-1948_0000_000_0000|244|CKOHPB442293141|1
cho_diax_1947-1948_0000_000_0000|245|UMMWIG298434827|1
cho_diax_1947-1948_0000_000_0000|246|VBILEH440483721|1
cho_diax_1947-1948_0000_000_0000|247|XHDNEZ890325792|1
cho_diax_1947-1948_0000_000_0000|248|HWMBZL008001076|1
cho_diax_1947-1948_0000_000_0000|249|SZABVY549119997|1
cho_diax_1947-1948_0000_000_0000|25|NAFPBN877949734|1
cho_diax_1947-1948_0000_000_0000|250|DWCFLC812011722|1
cho_diax_1947-1948_0000_000_0000|251|BNKIHM284205767|1
cho_diax_1947-1948_0000_000_0000|252|PILJPO105873802|1
cho_diax_1947-1948_0000_000_0000|253|TDMWLS766790846|1
cho_diax_1947-1948_0000_000_0000|254|WUBPRU968627073|1
cho_diax_1947-1948_0000_000_0000|255|TMFQZK234245216|1
cho_diax_1947-1948_0000_000_0000|256|JPJTHN388492517|1
cho_diax_1947-1948_0000_000_0000|257|DOZQNH472039109|1
cho_diax_1947-1948_0000_000_0000|258|NQLXID056245217|1
cho_diax_1947-1948_0000_000_0000|259|RORTQD546752099|1
cho_diax_1947-1948_0000_000_0000|26|ZVSXJD766703228|1
cho_diax_1947-1948_0000_000_0000|260|KVNMQK060429069|1
cho_diax_1947-1948_0000_000_0000|261|FRFNBV613314516|1
cho_diax_1947-1948_0000_000_0000|262|HJQHUU608109686|1
cho_diax_1947-1948_0000_000_0000|263|WAKJJG711335874|1
cho_diax_1947-1948_0000_000_0000|264|ACLLCV838784373|1
cho_diax_1947-1948_0000_000_0000|265|HSCMMT264799946|1
cho_diax_1947-1948_0000_000_0000|266|NGQLHS419018781|1
cho_diax_1947-1948_0000_000_0000|267|ATESYV334027577|1
cho_diax_1947-1948_0000_000_0000|268|EEWJZI736816805|1
cho_diax_1947-1948_0000_000_0000|269|RTVNKJ851731718|1
cho_diax_1947-1948_0000_000_0000|27|DNGHXR114130964|1
cho_diax_1947-1948_0000_000_0000|270|QKDPRV170220739|1
cho_diax_1947-1948_0000_000_0000|271|PIVKAI273182599|1
cho_diax_1947-1948_0000_000_0000|272|TWJTZI930231848|1
cho_diax_1947-1948_0000_000_0000|273|ERJASA188385633|1
cho_diax_1947-1948_0000_000_0000|274|ROGNIC202279307|1
cho_diax_1947-1948_0000_000_0000|275|OLVEXY825080819|1
cho_diax_1947-1948_0000_000_0000|276|VDMNFH393469302|1
cho_diax_1947-1948_0000_000_0000|277|LPEJZX349078401|1
cho_diax_1947-1948_0000_000_0000|278|FEVMEZ539020149|1
cho_diax_1947-1948_0000_000_0000|28|BWBFGZ360232989|1
cho_diax_1947-1948_0000_000_0000|29|RKOZHJ048553181|1
cho_diax_1947-1948_0000_000_0000|3|HPEOUH195400973|1
cho_diax_1947-1948_0000_000_0000|30|QSICVU529551816|1
cho_diax_1947-1948_0000_000_0000|31|RCIWLH128012984|1
cho_diax_1947-1948_0000_000_0000|32|XHHZDQ663161964|1
cho_diax_1947-1948_0000_000_0000|33|FBJYCH192417690|1
cho_diax_1947-1948_0000_000_0000|34|DETAXX557088076|1
cho_diax_1947-1948_0000_000_0000|35|EOLSML067591000|1
cho_diax_1947-1948_0000_000_0000|36|NNZYYF969894628|1
cho_diax_1947-1948_0000_000_0000|37|NLSGFC608498635|1
cho_diax_1947-1948_0000_000_0000|38|NLFNAE036297027|1
cho_diax_1947-1948_0000_000_0000|39|VFSIRY231137596|1
cho_diax_1947-1948_0000_000_0000|4|AOHURJ081555321|1
cho_diax_1947-1948_0000_000_0000|40|CNIZFT035393861|1
cho_diax_1947-1948_0000_000_0000|41|CNMNXE143518883|1
cho_diax_1947-1948_0000_000_0000|42|EXXAYR205605116|1
cho_diax_1947-1948_0000_000_0000|43|JUVOCF158411526|1
cho_diax_1947-1948_0000_000_0000|44|BWARGJ997972154|1
cho_diax_1947-1948_0000_000_0000|45|EDMMSY489574702|1
cho_diax_1947-1948_0000_000_0000|46|MSPQYZ925889939|1
cho_diax_1947-1948_0000_000_0000|47|NOMNLE157203918|1
cho_diax_1947-1948_0000_000_0000|48|XYXIXO341699135|1
cho_diax_1947-1948_0000_000_0000|49|STSXJV658991318|1
cho_diax_1947-1948_0000_000_0000|5|YXDFLY958143181|1
cho_diax_1947-1948_0000_000_0000|50|XTOVLD027543233|1
cho_diax_1947-1948_0000_000_0000|51|KCPJVH937059343|1
cho_diax_1947-1948_0000_000_0000|52|IFHRTO478610060|1
cho_diax_1947-1948_0000_000_0000|53|MTLRHF732870842|1
cho_diax_1947-1948_0000_000_0000|54|SWTVKO348112032|1
cho_diax_1947-1948_0000_000_0000|55|CCAGFC001295822|1
cho_diax_1947-1948_0000_000_0000|56|LXMQQC760944777|1
cho_diax_1947-1948_0000_000_0000|57|NBHNHG792361357|1
cho_diax_1947-1948_0000_000_0000|58|ALTJAY002294660|1
cho_diax_1947-1948_0000_000_0000|59|DZCYEU472418522|1
cho_diax_1947-1948_0000_000_0000|6|VOESVD026211141|1
cho_diax_1947-1948_0000_000_0000|60|DHZKEZ509770404|1
cho_diax_1947-1948_0000_000_0000|61|NLYKCL976868748|1
cho_diax_1947-1948_0000_000_0000|62|DBLBVV654005994|1
cho_diax_1947-1948_0000_000_0000|63|UZPQVO285292677|1
cho_diax_1947-1948_0000_000_0000|64|CZVBKC074477870|1
cho_diax_1947-1948_0000_000_0000|65|AXALXY893868961|1
cho_diax_1947-1948_0000_000_0000|66|PZFPKY682374787|1
cho_binx_1933-1934_0010_000_0000|130|VVUYHA067924453|1
cho_diax_1947-1948_0000_000_0000|68|DBUGFG494357670|1
cho_diax_1947-1948_0000_000_0000|69|QNJADP379909060|1
cho_diax_1947-1948_0000_000_0000|7|ODWKHZ376715319|1
cho_diax_1947-1948_0000_000_0000|70|DEMIPH023219621|1
cho_diax_1947-1948_0000_000_0000|71|QJWOLS303411167|1
cho_diax_1947-1948_0000_000_0000|72|RZGZRI348901436|1
cho_diax_1947-1948_0000_000_0000|73|BBOBKR743758512|1
cho_diax_1947-1948_0000_000_0000|74|LYEWCI558231012|1
cho_diax_1947-1948_0000_000_0000|75|XCQAMD757543482|1
cho_diax_1947-1948_0000_000_0000|76|GCMDCO762569835|1
cho_diax_1947-1948_0000_000_0000|77|CRGWES151664116|1
cho_diax_1947-1948_0000_000_0000|78|KSWAJS006225740|1
cho_diax_1947-1948_0000_000_0000|79|HYUBVL465685552|1
cho_diax_1947-1948_0000_000_0000|8|XFBZFP949690777|1
cho_diax_1947-1948_0000_000_0000|80|PBYWXW380001684|1
cho_diax_1947-1948_0000_000_0000|81|SIDZMI913193110|1
cho_diax_1947-1948_0000_000_0000|82|GHPFLG692699168|1
cho_diax_1947-1948_0000_000_0000|83|NWNTFP373326467|1
cho_diax_1947-1948_0000_000_0000|84|FHFUVD116209995|1
cho_diax_1947-1948_0000_000_0000|85|MEUDOA781995061|1
cho_diax_1947-1948_0000_000_0000|86|GWFQAS627175530|1
cho_diax_1947-1948_0000_000_0000|87|KYFBOJ504160059|1
cho_diax_1947-1948_0000_000_0000|88|CPYBPI972623090|1
cho_diax_1947-1948_0000_000_0000|89|HWNGJD547503887|1
cho_diax_1947-1948_0000_000_0000|9|XUXLTV186622924|1
cho_diax_1947-1948_0000_000_0000|90|CLBUZE184798271|1
cho_diax_1947-1948_0000_000_0000|91|DMUROJ310394039|1
cho_diax_1947-1948_0000_000_0000|92|VXTWTV485641333|1
cho_diax_1947-1948_0000_000_0000|93|FVMPFF047144490|1
cho_diax_1947-1948_0000_000_0000|94|KFTGAR088759824|1
cho_diax_1947-1948_0000_000_0000|95|DHKFDD110956744|1
cho_diax_1947-1948_0000_000_0000|96|XUUMNJ197533320|1
cho_diax_1947-1948_0000_000_0000|97|UDAAYK311074083|1
cho_diax_1947-1948_0000_000_0000|98|MYYQPN114066308|1
cho_diax_1947-1948_0000_000_0000|99|LJMDRJ579592122|1
cho_diax_1949-1950_0000_000_0000|1|GIACXT805397781|1
cho_diax_1949-1950_0000_000_0000|10|XWISXN911562661|1
cho_diax_1949-1950_0000_000_0000|100|AMQDEX887426232|1
cho_diax_1949-1950_0000_000_0000|101|QWSLBD332830598|1
cho_diax_1949-1950_0000_000_0000|102|PPGIFW419845062|1
cho_diax_1949-1950_0000_000_0000|103|FRXKMH195353089|1
cho_binx_1943_0020_000_0000|20|UWMYFJ682630531|1
cho_binx_1943_0020_000_0000|200|SMCWWQ929708541|1
cho_diax_1949-1950_0000_000_0000|106|KWKLQH760525763|1
cho_diax_1949-1950_0000_000_0000|107|OYHSAL278569953|1
cho_diax_1949-1950_0000_000_0000|108|GQOWGK135852474|1
cho_diax_1949-1950_0000_000_0000|109|BJKZMO476881183|1
cho_diax_1949-1950_0000_000_0000|11|VZSFSH426861145|1
cho_diax_1949-1950_0000_000_0000|110|PQUTFM606522283|1
cho_diax_1949-1950_0000_000_0000|111|QHTJAV592069307|1
cho_diax_1949-1950_0000_000_0000|112|FGLUGE458806379|1
cho_diax_1949-1950_0000_000_0000|113|WNSCDT666672216|1
cho_diax_1949-1950_0000_000_0000|114|KIBBWE170990769|1
cho_diax_1949-1950_0000_000_0000|115|IECXDF024307722|1
cho_diax_1949-1950_0000_000_0000|116|ATBGEQ006884419|1
cho_diax_1949-1950_0000_000_0000|117|DCLUGO349495464|1
cho_diax_1949-1950_0000_000_0000|118|KQHNVS935800461|1
cho_diax_1949-1950_0000_000_0000|119|IQKJQG260898947|1
cho_diax_1949-1950_0000_000_0000|12|WMGYOO614643414|1
cho_diax_1949-1950_0000_000_0000|120|FPECEF892493431|1
cho_diax_1949-1950_0000_000_0000|121|RSKHGE758794903|1
cho_diax_1949-1950_0000_000_0000|122|ALHBUL588702799|1
cho_diax_1949-1950_0000_000_0000|123|FPHEZT970972975|1
cho_diax_1949-1950_0000_000_0000|124|LDFEYV992101303|1
cho_diax_1949-1950_0000_000_0000|125|QYXAEG313683050|1
cho_diax_1949-1950_0000_000_0000|126|KVUECS355681305|1
cho_binx_1927-1928_0004_000_0000|21|KXGYWV282748299|1
cho_binx_1933-1934_0010_000_0000|131|YWCXMV459248678|1
cho_diax_1949-1950_0000_000_0000|129|CSTPLL193904128|1
cho_diax_1949-1950_0000_000_0000|13|WMLDGS745860999|1
cho_diax_1949-1950_0000_000_0000|130|IGSFEN325707683|1
cho_binx_1943_0020_000_0000|201|RYIGXV671214429|1
cho_diax_1949-1950_0000_000_0000|132|WYRGKK823493159|1
cho_binx_1943_0020_000_0000|202|UDSLGL980245447|1
cho_diax_1949-1950_0000_000_0000|134|GMNAPC016469879|1
cho_diax_1949-1950_0000_000_0000|135|EJTAJB461500719|1
cho_diax_1949-1950_0000_000_0000|136|CBQSTN337487433|1
cho_diax_1949-1950_0000_000_0000|137|NGIZZD110386438|1
cho_diax_1949-1950_0000_000_0000|138|FYMLLO353224972|1
cho_diax_1949-1950_0000_000_0000|139|XHGMFG842460066|1
cho_diax_1949-1950_0000_000_0000|14|VWAJIZ487643429|1
cho_diax_1949-1950_0000_000_0000|140|XGQXLS153057788|1
cho_diax_1949-1950_0000_000_0000|141|TZBCMH745790194|1
cho_diax_1949-1950_0000_000_0000|142|WBNPSR083571668|1
cho_diax_1949-1950_0000_000_0000|143|ZRANRT666556665|1
cho_diax_1949-1950_0000_000_0000|144|NJDKYG353482094|1
cho_diax_1949-1950_0000_000_0000|145|BWOLQU241615794|1
cho_diax_1949-1950_0000_000_0000|146|CGXWFV852211419|1
cho_diax_1949-1950_0000_000_0000|147|ZHMDAR565642967|1
cho_diax_1949-1950_0000_000_0000|148|BVBKHD788907562|1
cho_diax_1949-1950_0000_000_0000|149|CAIONN616832971|1
cho_diax_1949-1950_0000_000_0000|15|JHBWBA371111525|1
cho_diax_1949-1950_0000_000_0000|150|BFMUPW674263653|1
cho_diax_1949-1950_0000_000_0000|151|LOILTT338262885|1
cho_diax_1949-1950_0000_000_0000|152|GKYXDV143749999|1
cho_diax_1949-1950_0000_000_0000|153|WSNGHP463419611|1
cho_diax_1949-1950_0000_000_0000|154|TSMDLP995885708|1
cho_diax_1949-1950_0000_000_0000|155|MLGXUJ310220118|1
cho_diax_1949-1950_0000_000_0000|156|DDQJTU520572511|1
cho_diax_1949-1950_0000_000_0000|157|HLVYJA103575219|1
cho_diax_1949-1950_0000_000_0000|158|PDPBPA798322455|1
cho_diax_1949-1950_0000_000_0000|159|JBIHDM771539957|1
cho_diax_1949-1950_0000_000_0000|16|NFBJJH601295991|1
cho_diax_1949-1950_0000_000_0000|160|VYGVCI347946330|1
cho_diax_1949-1950_0000_000_0000|161|QIFYDE592421061|1
cho_diax_1949-1950_0000_000_0000|162|GUVMJN188366420|1
cho_diax_1949-1950_0000_000_0000|163|YNHWCZ673886030|1
cho_diax_1949-1950_0000_000_0000|164|VRRCMP253757226|1
cho_diax_1949-1950_0000_000_0000|165|ZGYQYO817752439|1
cho_diax_1949-1950_0000_000_0000|166|CPQAFE174473516|1
cho_diax_1949-1950_0000_000_0000|167|JPSYXJ145279786|1
cho_diax_1949-1950_0000_000_0000|168|OYWSDX042851571|1
cho_diax_1949-1950_0000_000_0000|169|HTRJOZ056353812|1
cho_diax_1949-1950_0000_000_0000|17|VMIQVF592922761|1
cho_binx_1933-1934_0010_000_0000|132|PHLNJT005700433|1
cho_diax_1949-1950_0000_000_0000|171|PNWKOZ738338686|1
cho_diax_1949-1950_0000_000_0000|172|SZCYWT829100003|1
cho_diax_1949-1950_0000_000_0000|173|AYTODK308791153|1
cho_diax_1949-1950_0000_000_0000|174|MBFUPY154627597|1
cho_diax_1949-1950_0000_000_0000|175|GKQKRG874877328|1
cho_diax_1949-1950_0000_000_0000|176|IQLYZI863351463|1
cho_diax_1949-1950_0000_000_0000|177|GROFLC436341097|1
cho_diax_1949-1950_0000_000_0000|178|LLLEGS436442628|1
cho_diax_1949-1950_0000_000_0000|179|FGRPIN467551788|1
cho_diax_1949-1950_0000_000_0000|18|YLADIO818284232|1
cho_diax_1949-1950_0000_000_0000|180|XMUVBM638867051|1
cho_binx_1943_0020_000_0000|203|ABIHPC082652271|1
cho_diax_1949-1950_0000_000_0000|182|OSQMUE142442161|1
cho_diax_1949-1950_0000_000_0000|183|OPYTZB326642784|1
cho_diax_1949-1950_0000_000_0000|184|MXXUIO010372426|1
cho_diax_1949-1950_0000_000_0000|185|AZKZTO691211425|1
cho_diax_1949-1950_0000_000_0000|186|LVNSFA678963328|1
cho_diax_1949-1950_0000_000_0000|187|WITAKM362839791|1
cho_diax_1949-1950_0000_000_0000|188|RJZUKG393132433|1
cho_diax_1949-1950_0000_000_0000|189|QEHQGS747888931|1
cho_diax_1949-1950_0000_000_0000|19|IBCIIZ481136866|1
cho_diax_1949-1950_0000_000_0000|190|UOZLRE686616032|1
cho_diax_1949-1950_0000_000_0000|191|HQJMYW500393341|1
cho_diax_1949-1950_0000_000_0000|192|DIBMLY744109045|1
cho_diax_1949-1950_0000_000_0000|193|LOYKRF753620453|1
cho_diax_1949-1950_0000_000_0000|194|HVTNCU848399328|1
cho_binx_1943_0020_000_0000|204|ZYUQIL004673348|1
cho_diax_1949-1950_0000_000_0000|196|OISTCX388749756|1
cho_diax_1949-1950_0000_000_0000|197|VHKPPM767682083|1
cho_diax_1949-1950_0000_000_0000|198|DQCXDK309202225|1
cho_diax_1949-1950_0000_000_0000|199|FNULXX557774061|1
cho_diax_1949-1950_0000_000_0000|2|WZVUCN881785599|1
cho_diax_1949-1950_0000_000_0000|20|OYWTTT394972623|1
cho_diax_1949-1950_0000_000_0000|200|DAKYNM285283160|1
cho_diax_1949-1950_0000_000_0000|201|GJMZFW397262749|1
cho_diax_1949-1950_0000_000_0000|202|ZXUQYH882766842|1
cho_diax_1949-1950_0000_000_0000|203|TKHOIG100125083|1
cho_diax_1949-1950_0000_000_0000|204|UYWUBT300513052|1
cho_diax_1949-1950_0000_000_0000|205|FSJNSV618396922|1
cho_diax_1949-1950_0000_000_0000|206|RGJAFL873642751|1
cho_diax_1949-1950_0000_000_0000|207|EGSKDI990257484|1
cho_diax_1949-1950_0000_000_0000|208|YYVXDU165633138|1
cho_diax_1949-1950_0000_000_0000|209|PRNTIT841730822|1
cho_diax_1949-1950_0000_000_0000|21|FELLUB091140464|1
cho_diax_1949-1950_0000_000_0000|210|RSXAGV825271606|1
cho_bcrc_1949_0001_000_0000|6|NTRZFH949599801|1
cho_diax_1949-1950_0000_000_0000|212|UUAELQ611716931|1
cho_diax_1949-1950_0000_000_0000|213|TVEOCE430266362|1
cho_binx_1927-1928_0004_000_0000|22|HYKHMF537672336|1
cho_binx_1933-1934_0010_000_0000|133|QRCVBD296151732|1
cho_diax_1949-1950_0000_000_0000|216|WGTMJL232344892|1
cho_diax_1949-1950_0000_000_0000|217|SSGWOB590531988|1
cho_diax_1949-1950_0000_000_0000|218|RXBLLX887883855|1
cho_diax_1949-1950_0000_000_0000|219|HPEBFH960812863|1
cho_binx_1943_0020_000_0000|205|GLBDQI606150922|1
cho_diax_1949-1950_0000_000_0000|220|TSUGNN076731065|1
cho_diax_1949-1950_0000_000_0000|221|LPDNPZ280394219|1
cho_diax_1949-1950_0000_000_0000|222|TQUFXJ672263130|1
cho_binx_1943_0020_000_0000|206|UTOXQP653078009|1
cho_diax_1949-1950_0000_000_0000|224|LXOHFT897772678|1
cho_diax_1949-1950_0000_000_0000|225|FPSNMG332594934|1
cho_diax_1949-1950_0000_000_0000|226|QGSZPP859180388|1
cho_diax_1949-1950_0000_000_0000|227|UZLTZB788598062|1
cho_diax_1949-1950_0000_000_0000|228|QZGDBV108007079|1
cho_diax_1949-1950_0000_000_0000|229|EKDORV132153914|1
cho_diax_1949-1950_0000_000_0000|23|GGNPAZ037657139|1
cho_diax_1949-1950_0000_000_0000|230|EHHYYC681901746|1
cho_diax_1949-1950_0000_000_0000|231|SBTBWC655438023|1
cho_diax_1949-1950_0000_000_0000|232|SDNITS916470975|1
cho_diax_1949-1950_0000_000_0000|233|HJPODJ645693319|1
cho_diax_1949-1950_0000_000_0000|234|RLXATS024697144|1
cho_diax_1949-1950_0000_000_0000|235|JVYLBG016291830|1
cho_binx_1933-1934_0010_000_0000|134|JBUOTS658398593|1
cho_diax_1949-1950_0000_000_0000|237|MJOUEF848015222|1
cho_diax_1949-1950_0000_000_0000|238|JTRVCT238196798|1
cho_diax_1949-1950_0000_000_0000|239|VFKRBA923411091|1
cho_diax_1949-1950_0000_000_0000|24|BKTJJM019728452|1
cho_diax_1949-1950_0000_000_0000|240|YKNEIC615644366|1
cho_diax_1949-1950_0000_000_0000|241|WAZFSL078724210|1
cho_diax_1949-1950_0000_000_0000|242|CATWPI728777528|1
cho_diax_1949-1950_0000_000_0000|243|TSJJRZ420011825|1
cho_diax_1949-1950_0000_000_0000|244|ADEZAX549155968|1
cho_diax_1949-1950_0000_000_0000|245|LSLERZ828021082|1
cho_diax_1949-1950_0000_000_0000|246|EQPJZS920705466|1
cho_diax_1949-1950_0000_000_0000|247|CNFKQG358218394|1
cho_diax_1949-1950_0000_000_0000|248|XHBOSR984020334|1
cho_diax_1949-1950_0000_000_0000|249|UGAQNJ144897544|1
cho_diax_1949-1950_0000_000_0000|25|ORIRCX501900551|1
cho_binx_1943_0020_000_0000|207|HBTMEQ985922843|1
cho_diax_1949-1950_0000_000_0000|251|JGJZXW488827252|1
cho_diax_1949-1950_0000_000_0000|252|DZPILM554991344|1
cho_diax_1949-1950_0000_000_0000|253|JONWUC086678461|1
cho_diax_1949-1950_0000_000_0000|254|WVJZDV397898085|1
cho_diax_1949-1950_0000_000_0000|255|WSAKSQ626575227|1
cho_diax_1949-1950_0000_000_0000|256|AERRIG317345297|1
cho_diax_1949-1950_0000_000_0000|257|KOWYBD507085566|1
cho_binx_1943_0020_000_0000|208|LVRPAE490615674|1
cho_diax_1949-1950_0000_000_0000|259|LQVJLD470128642|1
cho_diax_1949-1950_0000_000_0000|26|JRVAHA138750567|1
cho_diax_1949-1950_0000_000_0000|260|CNGOYA278893544|1
cho_diax_1949-1950_0000_000_0000|261|BDGPBG632459785|1
cho_diax_1949-1950_0000_000_0000|262|AGYCAZ035242302|1
cho_diax_1949-1950_0000_000_0000|263|AHIYQA679570122|1
cho_diax_1949-1950_0000_000_0000|264|TGENWX552932029|1
cho_diax_1949-1950_0000_000_0000|265|BDSOOA654871003|1
cho_diax_1949-1950_0000_000_0000|266|METNFL716659342|1
cho_diax_1949-1950_0000_000_0000|267|CFEMZX623033271|1
cho_diax_1949-1950_0000_000_0000|268|PTHJID110330386|1
cho_diax_1949-1950_0000_000_0000|269|IABQFD778796469|1
cho_diax_1949-1950_0000_000_0000|27|GFJRHL400770386|1
cho_diax_1949-1950_0000_000_0000|270|DWYIPZ837591934|1
cho_diax_1949-1950_0000_000_0000|271|PAXVHA458499737|1
cho_diax_1949-1950_0000_000_0000|272|WCZUIE165497378|1
cho_diax_1949-1950_0000_000_0000|273|RGSDGF442558133|1
cho_diax_1949-1950_0000_000_0000|274|FJGGRV367174163|1
cho_diax_1949-1950_0000_000_0000|275|QUPZED696430772|1
cho_diax_1949-1950_0000_000_0000|276|EWQSVO672902068|1
cho_diax_1949-1950_0000_000_0000|277|GECVLI320086463|1
cho_diax_1949-1950_0000_000_0000|278|HRTMSV452854537|1
cho_diax_1949-1950_0000_000_0000|279|LLUZTH519124226|1
cho_diax_1949-1950_0000_000_0000|28|CTMKGB365840862|1
cho_diax_1949-1950_0000_000_0000|280|ZULXVA095164356|1
cho_diax_1949-1950_0000_000_0000|281|DPNUBL292346510|1
cho_diax_1949-1950_0000_000_0000|282|BNQFXH360061285|1
cho_diax_1949-1950_0000_000_0000|283|CBORDL965362704|1
cho_diax_1949-1950_0000_000_0000|284|CFNWDV880232511|1
cho_diax_1949-1950_0000_000_0000|285|OIBSWY951994540|1
cho_diax_1949-1950_0000_000_0000|286|WQYRZY759118778|1
cho_diax_1949-1950_0000_000_0000|287|OOHHOA131981146|1
cho_diax_1949-1950_0000_000_0000|288|GHYLTK983858363|1
cho_diax_1949-1950_0000_000_0000|289|FEIYHW203089085|1
cho_diax_1949-1950_0000_000_0000|29|QQPFJL452946427|1
cho_diax_1949-1950_0000_000_0000|290|XZYCLM810468858|1
cho_diax_1949-1950_0000_000_0000|291|NEUVZX417185903|1
cho_diax_1949-1950_0000_000_0000|292|SINTVE164510092|1
cho_diax_1949-1950_0000_000_0000|293|WFCKOX663911972|1
cho_diax_1949-1950_0000_000_0000|294|XQTXLL474012612|1
cho_diax_1949-1950_0000_000_0000|295|QGCUBW260916218|1
cho_diax_1949-1950_0000_000_0000|3|RJSXZP903779736|1
cho_binx_1927-1928_0004_000_0000|23|HBUVOZ525403783|1
cho_diax_1949-1950_0000_000_0000|31|WEVVLW566846269|1
cho_diax_1949-1950_0000_000_0000|32|OPHLSO143628331|1
cho_diax_1949-1950_0000_000_0000|33|IYPPRH462906115|1
cho_diax_1949-1950_0000_000_0000|34|TCZMVV326465571|1
cho_binx_1933-1934_0010_000_0000|135|UHRIWA597179831|1
cho_diax_1949-1950_0000_000_0000|36|TUUGMX971937057|1
cho_diax_1949-1950_0000_000_0000|37|RNMNCP335910919|1
cho_diax_1949-1950_0000_000_0000|38|EGPYSX239318864|1
cho_diax_1949-1950_0000_000_0000|39|ODSZLE105804029|1
cho_diax_1949-1950_0000_000_0000|4|KVEJZR352077115|1
cho_diax_1949-1950_0000_000_0000|40|KPOMOI271886153|1
cho_diax_1949-1950_0000_000_0000|41|YJSCYO247123090|1
cho_diax_1949-1950_0000_000_0000|42|BRZYKY343344829|1
cho_diax_1949-1950_0000_000_0000|43|XVSKPA592004265|1
cho_diax_1949-1950_0000_000_0000|44|QSJFSZ379654889|1
cho_diax_1949-1950_0000_000_0000|45|OACOXV709502589|1
