"psmid"|"early_articlesequence"|"latest_articlesequence"|"early_fulltitle"|"latest_fulltitle"|"early_aucomposed"|"latest_aucomposed"|"early_assetid"|"latest_assetid"|"atlashubuid"
"cho_diax_1952_0000_000_0000"|"185"|"185"|"(iii) Note from the British Chargé D'affairs in Peking to the Chinese People's Government regarding the Closing of British Firms in China, 19 May 1952"|"(ii) Statement to the House of Commons by Mr. Eden on the Detention of Foreign Nationals in China, 21 April 1952"|"L. H. Lamb"|"Mr. Eden"|"DBXRBE017868062"|"AKWHNO341506419"|""
"cho_diax_1952_0000_000_0000"|"186"|"186"|"(iv) Statement on British Business Interests in China Made by Mr. Eden to the House of Commons, 20 May 1952"|"(iii) Note from the British Chargé D'affairs in Peking to the Chinese People's Government regarding the Closing of British Firms in China, 19 May 1952"|"Mr. Eden"|"L. H. Lamb"|"YCDAQZ246590370"|"DBXRBE017868062"|""
"cho_diax_1952_0000_000_0000"|"187"|"187"|"(v) Statement by the Chinese Vice-Minister for Foreign Affairs, Mr. Chang Han-Fu, on British Trade with China, 5 July 1952"|"(iv) Statement on British Business Interests in China Made by Mr. Eden to the House of Commons, 20 May 1952"|"Mr. Chang Han-Fu"|"Mr. Eden"|"JJDOKR397087572"|"YCDAQZ246590370"|""
"cho_diax_1952_0000_000_0000"|"188"|"188"|"(vi) Appeal from the Asian and Pacific Region Peace Conference to the Peoples of the World, Peking, 12 October 1952"|"(v) Statement by the Chinese Vice-Minister for Foreign Affairs, Mr. Chang Han-Fu, on British Trade with China, 5 July 1952"|""|"Mr. Chang Han-Fu"|"EAGTAG904648926"|"JJDOKR397087572"|""
"cho_diax_1952_0000_000_0000"|"193"|"193"|"(i) New Year's Message to the Japanese People Sent by Marshal Stalin to Mr. Kushi Iwamoto, Editor-In-Chief of the Kyodo News Agency, 31 December 1951"|"C. Japan"|"Marshal Stalin"|""|"UETVWV454806058"|"SGNVNN155623991"|""
"cho_diax_1952_0000_000_0000"|"194"|"194"|"(ii) Exchange of Letters between the Japanese Prime Minister, Mr. Shigeru Yoshida, and Mr. John Foster Dulles, regarding Japan's Policy towards China"|"(i) New Year's Message to the Japanese People Sent by Marshal Stalin to Mr. Kushi Iwamoto, Editor-In-Chief of the Kyodo News Agency, 31 December 1951"|"Shigeru Yoshida"|"Marshal Stalin"|"CEFLRE597970978"|"UETVWV454806058"|""
"cho_diax_1952_0000_000_0000"|"195"|"195"|"(iii) Treaty of Peace between Japan and Nationalist China, Taipei, 28 April 1952"|"(ii) Exchange of Letters between the Japanese Prime Minister, Mr. Shigeru Yoshida, and Mr. John Foster Dulles, regarding Japan's Policy towards China"|""|"Shigeru Yoshida / John Foster Dulles"|"PZOLGZ931467842"|"CEFLRE597970978"|""
"cho_diax_1952_0000_000_0000"|"205"|"205"|"(i) Extracts from a Speech in the French National Assembly by M. Jean Letourneau, Minister for the Associated States and High Commissioner in Indo-China, on the Government's Policy in Indo-China, 10 April 1952"|"2. Indo-China"|"M. Jean Letourneau"|""|"ZWYWRT440567876"|"BYUCWD353371300"|""
"cho_diax_1952_0000_000_0000"|"206"|"206"|"(ii) Statement at a Press Conference by Mr. Acheson regarding the French Struggle in Indo-China, 18 June 1952"|"(i) Extracts from a Speech in the French National Assembly by M. Jean Letourneau, Minister for the Associated States and High Commissioner in Indo-China, on the Government's Policy in Indo-China, 10 April 1952"|"Mr. Acheson"|"M. Jean Letourneau"|"AHWPDF126378546"|"ZWYWRT440567876"|""
"cho_diax_1952_0000_000_0000"|"207"|"207"|"(iii) Communiqué Issued after the Talks between M. Letourneau and Members of the United States Government, Washington, 18 June 1952"|"(ii) Statement at a Press Conference by Mr. Acheson regarding the French Struggle in Indo-China, 18 June 1952"|""|"Mr. Acheson"|"RCHWSR909357261"|"AHWPDF126378546"|""
"cho_diax_1952_0000_000_0000"|"211"|"211"|"(ii) Extracts from a Speech in the House of Commons by the Colonial Secretary, Mr. Oliver Lyttelton, on the Situation in Malaya, 17 July 1952"|"(i) Extracts from a Speech to the Malayan Federal Legislative Council by the High Commissioner for Malaya, General Sir Gerald Templer, Explaining his Plans for Ending the Emergency and Uniting the Country, 19 March 1952"|"Mr. Oliver Lyttelton"|""|"HJMDPR186466504"|"SGMFXA312687409"|""
"cho_diax_1952_0000_000_0000"|"212"|"212"|"(iii) Extracts from a Statement to the Press by Sir Gerald Templer on the Campaign in Malaya, London, 4 December 1952"|"(ii) Extracts from a Speech in the House of Commons by the Colonial Secretary, Mr. Oliver Lyttelton, on the Situation in Malaya, 17 July 1952"|"Sir Gerald Templer"|"Mr. Oliver Lyttelton"|"GZMMJP023376026"|"HJMDPR186466504"|""
"cho_diax_1952_0000_000_0000"|"213"|"213"|"Index"|"(iii) Extracts from a Statement to the Press by Sir Gerald Templer on the Campaign in Malaya, London, 4 December 1952"|""|"Sir Gerald Templer"|"LHTPRC190034812"|"GZMMJP023376026"|""
"cho_diax_1953_0000_000_0000"|"226"|"226"|"(i) Statement Issued by the South Korean Embassy in Washington regarding President Rhee's Proposals to President Eisenhower on 30 May 1953"|"(ii) Letter from President Eisenhower to President Rhee, 6 June 1953"|""|"Dwight D. Eisenhower"|"ZRGOLF894574080"|"ZRGOLF894574080"|""
"cho_diax_1953_0000_000_0000"|"227"|"227"|"(ii) Letter from President Eisenhower to President Rhee, 6 June 1953"|"(iii) Reply from President Rhee, 19 June 1953"|"Dwight D. Eisenhower"|"Syngman Rhee"|"MNCCQY035742492"|"MNCCQY035742492"|""
"cho_diax_1953_0000_000_0000"|"228"|"228"|"(iii) Reply from President Rhee, 19 June 1953"|"(iv) Joint Communiqué Issued after Talks between President Rhee and Mr. Walter S. Robertson, United States Assistant Secretary of State, 11 July 1953"|"Syngman Rhee"|""|"SFCKJV453681302"|"SFCKJV453681302"|""
"cho_diax_1953_0000_000_0000"|"229"|"229"|"(iv) Joint Communiqué Issued after Talks between President Rhee and Mr. Walter S. Robertson, United States Assistant Secretary of State, 11 July 1953"|"(v) Joint Statement by President Rhee and the United States Secretary of State, Mr. Dulles, Issued at the End of their Talks, Seoul, 8 August 1953"|""|"President Rhee / Mr. Dulles"|"RWCSUR707084004"|"RWCSUR707084004"|""
"cho_diax_1953_0000_000_0000"|"230"|"230"|"(v) Joint Statement by President Rhee and the United States Secretary of State, Mr. Dulles, Issued at the End of their Talks, Seoul, 8 August 1953"|"(vi) Mutual Defence Treaty between the U.S.A. And the Republic of Korea, Washington, I October 1953"|"President Rhee"|""|"BNYZGZ965502037"|"BNYZGZ965502037"|""
"cho_diax_1953_0000_000_0000"|"232"|"232"|"5. North Korea and the U.S.S.R"|"(i) Speech by Mr. Malenkov at a Dinner given to the North Korea Delegation to Moscow, 19 September 1953"|""|"Mr. Malenkov"|"UWVFHH769937322"|"UWVFHH769937322"|""
"cho_diax_1953_0000_000_0000"|"233"|"233"|"(i) Speech by Mr. Malenkov at a Dinner given to the North Korea Delegation to Moscow, 19 September 1953"|"(ii) Communiqué on Talks between the Russian and North Korean Governments, Moscow, 11-19 September 1953"|"Mr. Malenkov"|""|"ZMBVRN252181724"|"ZMBVRN252181724"|""
"cho_diax_1953_0000_000_0000"|"243"|"243"|"(viii) Proposal by the Communist Delegation, Panmunjom, 30 November 1953"|"(ix) Proposal by the United States Representative at Panmunjom, Mr. Arthur Dean, 8 December 1953"|""|"Mr. Arthur Dean"|"GGGXMI138684073"|"GGGXMI138684073"|""
"cho_diax_1953_0000_000_0000"|"244"|"244"|"(ix) Proposal by the United States Representative at Panmunjom, Mr. Arthur Dean, 8 December 1953"|"B. China"|"Mr. Arthur Dean"|""|"DUBUSC787200325"|"DUBUSC787200325"|""
"cho_diax_1953_0000_000_0000"|"245"|"245"|"B. China"|"(i) Announcement by President Eisenhower that the American Seventh Fleet Would No Longer Shield Communist China, Made in his Message on the State of the Union, 2 February 1953"|""|"President Eisenhower"|"GPJTCP661588970"|"GPJTCP661588970"|""
"cho_diax_1953_0000_000_0000"|"246"|"246"|"(i) Announcement by President Eisenhower that the American Seventh Fleet Would No Longer Shield Communist China, Made in his Message on the State of the Union, 2 February 1953"|"(ii) Statement in the House of Commons by Mr. Eden regarding the United States Decision on the Seventh Fleet, 3 February 1953"|"President Eisenhower"|"Mr. Eden"|"AMMCJN950237789"|"AMMCJN950237789"|""
"cho_diax_1953_0000_000_0000"|"247"|"247"|"(ii) Statement in the House of Commons by Mr. Eden regarding the United States Decision on the Seventh Fleet, 3 February 1953"|"(iii) Extracts from a Report to the First National Committee of the Chinese People's Political Consultative Conference by the Prime Minister, General Chou En-Lai, 5 February 1953"|"Mr. Eden"|"General Chou En-Lai"|"RYUAAE547719172"|"RYUAAE547719172"|""
"cho_diax_1953_0000_000_0000"|"248"|"248"|"(iii) Extracts from a Report to the First National Committee of the Chinese People's Political Consultative Conference by the Prime Minister, General Chou En-Lai, 5 February 1953"|"(iv) Extract from a Speech by Mr. Mao Tze-Tung to the First National Committee of the Chinese People's Political Consultative Conference, 7 February 1953"|"General Chou En-Lai"|"Mr. Mao Tze-Tung"|"DGGHAD226540542"|"DGGHAD226540542"|""
"cho_diax_1953_0000_000_0000"|"249"|"249"|"(iv) Extract from a Speech by Mr. Mao Tze-Tung to the First National Committee of the Chinese People's Political Consultative Conference, 7 February 1953"|"(v) Announcement by the United States Director for Mutual Security, Mr. Harold Stassen, on Further Control of Trade between East and West, 3 March 1953"|"Mr. Mao Tze-Tung"|"Mr. Harold Stassen"|"VURKTB808003333"|"VURKTB808003333"|""
"cho_diax_1953_0000_000_0000"|"250"|"250"|"(v) Announcement by the United States Director for Mutual Security, Mr. Harold Stassen, on Further Control of Trade between East and West, 3 March 1953"|"(vi) Extracts from a Speech in the House of Commons by the Joint Under-Secretary of State for Foreign Affairs, Mr. Anthony Nutting, regarding Restrictions on British Shipping to China, 28 April 1953"|"Mr. Harold Stassen"|"Mr. Anthony Nutting"|"KIUEPS959859097"|"KIUEPS959859097"|""
"cho_diax_1953_0000_000_0000"|"251"|"251"|"(vi) Extracts from a Speech in the House of Commons by the Joint Under-Secretary of State for Foreign Affairs, Mr. Anthony Nutting, regarding Restrictions on British Shipping to China, 28 April 1953"|"(vii) Statement in the House of Lords by the Secretary of State for the Co-Ordination of Transport, Fuel and Power, Lord Leathers, on the United States Regulations for the Supply of Fuel to Ships in United States Ports, 21 July 1953"|"Mr. Anthony Nutting"|""|"AAZKQV341145184"|"AAZKQV341145184"|""
"cho_diax_1953_0000_000_0000"|"259"|"259"|"(iii) Communiqué Issued at the End of United States-Japanese Talks, Washington, 30 October 1953"|"(iv) Statement by Mr. Dulles on the Return to Japan of the Amami Oshima Islands, 24 December 1953"|""|"Mr. Dulles"|"QETZHI494485909"|"QETZHI494485909"|""
"cho_diax_1953_0000_000_0000"|"260"|"260"|"(iv) Statement by Mr. Dulles on the Return to Japan of the Amami Oshima Islands, 24 December 1953"|"Part V South-East Asia Indo-China"|"Mr. Dulles"|""|"KBHEAC337256530"|"KBHEAC337256530"|""
"cho_diax_1953_0000_000_0000"|"262"|"262"|"(i) Communiqué Issued after the French-United States Talks, Washington, 28 March 1953"|"(ii) Statement Issued by King Norodom Sihanouk of Cambodia regarding his Action in Leaving the Country for Siam, 14 June 1953"|""|"King Norodom Sihanouk"|"KLUAKK680192345"|"KLUAKK680192345"|""
"cho_diax_1953_0000_000_0000"|"263"|"263"|"(ii) Statement Issued by King Norodom Sihanouk of Cambodia regarding his Action in Leaving the Country for Siam, 14 June 1953"|"(iii) Declaration by the French Government of its Intention to Accord Full Independence to the Associated States, 3 July 1953"|"King Norodom Sihanouk"|""|"ZEXDQF668081686"|"ZEXDQF668081686"|""
"cho_diax_1956_0000_000_0000"|"157"|"157"|"11. Statement by the Polish Government on the disturbances in Poznan, 28 June 1956"|"10. Declaration on relations between the Yugoslav League of Communists and the Communist Party of the Soviet Union, Moscow, 20 June 1956"|""|"Josip Broz-Tito / N. Khrushchov"|"IBIWAI916076789"|"IBIWAI916076789"|""
"cho_diax_1956_0000_000_0000"|"158"|"158"|"12. Broadcast by Mr. Cyrankiewicz to the people of Poznan, 29 June 1956"|"11. Statement by the Polish Government on the disturbances in Poznan, 28 June 1956"|"Mr. Cyrankiewicz"|""|"TAAWFP722913662"|"TAAWFP722913662"|""
"cho_diax_1956_0000_000_0000"|"159"|"159"|"13. Statement to correspondents by Mr. Lincoln White, Acting Chief of the News Division of the United States Department of State, on the disturbances in Poznan, 29 June 1956"|"12. Broadcast by Mr. Cyrankiewicz to the people of Poznan, 29 June 1956"|"Mr. Lincoln White"|"Mr. Cyrankiewicz"|"VMVCRB337126004"|"VMVCRB337126004"|""
"cho_diax_1956_0000_000_0000"|"160"|"160"|"14. Resolution of the Central Committee of the C. P. S. U. on overcoming the cult of the individual and its consequences, 30 June 1956"|"13. Statement to correspondents by Mr. Lincoln White, Acting Chief of the News Division of the United States Department of State, on the disturbances in Poznan, 29 June 1956"|""|"Mr. Lincoln White"|"IXKUJF084899254"|"IXKUJF084899254"|""
"cho_diax_1956_0000_000_0000"|"162"|"162"|"16. Statement to correspondents by Mr. Lincoln White, Acting Chief of the News Division of the United States Department of State, on communist charges regarding the Poznan disturbances, 2 July 1956"|"15. Resolution of the Central Committee of the Hungarian Workers' Party regarding criticism of the Party, 30 June 1956"|"Mr. Lincoln White"|""|"CBDPRG123024477"|"CBDPRG123024477"|""
"cho_diax_1956_0000_000_0000"|"163"|"163"|"17. Letter of resignation of Mr. Rakosi, 18 July 1956"|"16. Statement to correspondents by Mr. Lincoln White, Acting Chief of the News Division of the United States Department of State, on communist charges regarding the Poznan disturbances, 2 July 1956"|"Mr. Rakosi"|"Mr. Lincoln White"|"BYSTAF720963113"|"BYSTAF720963113"|""
"cho_diax_1956_0000_000_0000"|"164"|"164"|"18. Oral statement by Mr. Rakosi concerning his resignation, 18 July 1956"|"17. Letter of resignation of Mr. Rakosi, 18 July 1956"|"Mr. Rakosi"|"Mr. Rakosi"|"GJLNQX950535227"|"GJLNQX950535227"|""
"cho_diax_1956_0000_000_0000"|"165"|"165"|"19. Extract from a resolution of the Central Committee of the Hungarian Workers' Party regarding deviations in the Party, 18-21 July 1956"|"18. Oral statement by Mr. Rakosi concerning his resignation, 18 July 1956"|""|"Mr. Rakosi"|"UXUBCJ664552354"|"UXUBCJ664552354"|""
"cho_diax_1956_0000_000_0000"|"166"|"166"|"20. Declaration by Mr. Bulganin and Marshal Zhukov on the western frontiers of Poland, 25 July 1956"|"19. Extract from a resolution of the Central Committee of the Hungarian Workers' Party regarding deviations in the Party, 18-21 July 1956"|"N. Bulganin"|""|"FVTYMB560910008"|"FVTYMB560910008"|""
"cho_diax_1956_0000_000_0000"|"167"|"167"|"21. Extract from a resolution of the Central Committee of the Polish United Workers' Party, 18-28 July 1956"|"20. Declaration by Mr. Bulganin and Marshal Zhukov on the western frontiers of Poland, 25 July 1956"|""|"N. Bulganin / G. Zhukov"|"EAMBPX285658909"|"EAMBPX285658909"|""
"cho_diax_1956_0000_000_0000"|"171"|"171"|"2. Press interview with Mr. Marian Rybicki, Prosecutor-General of Poland, on the Poznan trials, 21 September 1956"|"1. Communiqué on the talks between the Polish United Workers' Party and the Yugoslav League of Communists, 3 September 1956"|"Mr. Marian Rybicki"|""|"YXPLOT010629884"|"YXPLOT010629884"|""
"cho_diax_1956_0000_000_0000"|"172"|"172"|"3. Statement by President Eisenhower on the Poznan trials, 26 September 1956"|"2. Press interview with Mr. Marian Rybicki, Prosecutor-General of Poland, on the Poznan trials, 21 September 1956"|"President Eisenhower"|"Mr. Marian Rybicki"|"GLABZB417487195"|"GLABZB417487195"|""
"cho_diax_1956_0000_000_0000"|"173"|"173"|"4. Communiqué on the talks between the Communist Party of the Soviet Union and the Polish United Workers' Party, 20 October 1956"|"3. Statement by President Eisenhower on the Poznan trials, 26 September 1956"|""|"President Eisenhower"|"QASAFA278540483"|"QASAFA278540483"|""
"cho_diax_1956_0000_000_0000"|"177"|"177"|"8. Broadcast by Mr. Gero, First Secretary of the Hungarian Workers' Party, 23 October 1956"|"7. Communiqué on the talks between the Hungarian Workers' Party and the Yugoslav League of Communists, 23 October 1956"|"Mr. Gero"|""|"LXPXJS071903560"|"LXPXJS071903560"|""
"cho_diax_1956_0000_000_0000"|"178"|"178"|"9. Announcement of the Hungarian Government's appeal for Soviet military assistance, 24 October 1956"|"8. Broadcast by Mr. Gero, First Secretary of the Hungarian Workers' Party, 23 October 1956"|""|"Mr. Gero"|"MIYEZK174072702"|"MIYEZK174072702"|""
"cho_diax_1956_0000_000_0000"|"179"|"179"|"10. Speech by Mr. Gomulka to a mass meeting in Warsaw, 24 October 1956"|"9. Announcement of the Hungarian Government's appeal for Soviet military assistance, 24 October 1956"|"Mr. Gomulka"|""|"LNTIKU124490748"|"LNTIKU124490748"|""
"cho_diax_1956_0000_000_0000"|"180"|"180"|"11. Broadcast by Mr. Kadar, 25 October 1956"|"10. Speech by Mr. Gomulka to a mass meeting in Warsaw, 24 October 1956"|"Mr. Kadar"|"Mr. Gomulka"|"KVPINE697658251"|"KVPINE697658251"|""
"cho_diax_1956_0000_000_0000"|"181"|"181"|"12. Broadcast by Mr. Nogy, 25 October 1956"|"11. Broadcast by Mr. Kadar, 25 October 1956"|"Mr. Nogy"|"Mr. Kadar"|"IKCWXC396259651"|"IKCWXC396259651"|""
"cho_diax_1956_0000_000_0000"|"182"|"182"|"13. Statement by President Eisenhower on developments in Hungary, 25 October 1956"|"12. Broadcast by Mr. Nogy, 25 October 1956"|"President Eisenhower"|"Mr. Nogy"|"NWROIZ327956829"|"NWROIZ327956829"|""
