PSMID|Fulltitle|Article Sequence|Title|CHO Pub Type|Aucomposed|Prefix|First|Middle|Last|Suffix|Atlas Hub UID|PNA Notes
cho_wtxx_1974_0030_000_0000||79|Syria's options|Journals|Stephen Oren||Stephen||Oren||22351099|
cho_wtxx_1974_0030_000_0000||68|Notes of the month: The Malaysian Elections|Journals|Stuart Drummond||Stuart||Drummond||22351101|
cho_iaxx_1971_0047_000_0000||80|Book Review: Far East and Pacific|Journals|Stuart Kirby||Stuart||Kirby||13716953|
cho_book_1976_0002_000_0000||7|International Monetary Relations|Books|Susan Strange||Susan||Strange||14926563|
cho_iaxx_1971_0047_000_0000||37|Sterling and British Policy: A Political View|Journals|Susan Strange||Susan||Strange||14926563|
cho_iaxx_1971_0047_000_0000||101|Book Review: Politics, Economics and Social|Journals|Susan Strange||Susan||Strange||14926563|
cho_iaxx_1944_0020_000_0000||88|Book Review: Economics and Social Policy|Journals|T. B. Barlow||T.|B.|Barlow||22377794|
cho_iaxx_1944_0020_000_0000||22|Book Review: Europe|Journals|T. E. U.||T.|E.|U.||15023520|
cho_iaxx_1944_0020_000_0000||44|Book Review: Europe|Journals|T. E. U.||T.|E.|U.||15023520|
cho_iaxx_1944_0020_000_0000||92|Book Review: Europe|Journals|T. E. U.||T.|E.|U.||15023520|
cho_iaxx_1944_0020_000_0000||36|French Views on the German Problem|Journals|T. E. Utley||T.|E.|Utley||15023520|
cho_iaxx_1944_0020_000_0000||67|Book Review: Economics and Finance|Journals|T. H. M.||T.|H.|M.||22214622|
cho_iaxx_1944_0020_000_0000||92|Book Review: Europe|Journals|T. H. M.||T.|H.|M.||22214622|
cho_iaxx_1944_0020_000_0000||17|Book Review: General|Journals|T. H. Minshall||T.|H.|Minshall||22214622|
cho_iaxx_1944_0020_000_0000||22|Book Review: Europe|Journals|T. H. Minshall||T.|H.|Minshall||22214622|
cho_iaxx_1944_0020_000_0000||41|Book Review: War and Strategy|Journals|T. H. Minshall||T.|H.|Minshall||22214622|
cho_iaxx_1944_0020_000_0000||42|Book Review: Post-War Aims|Journals|T. H. Minshall||T.|H.|Minshall||22214622|
cho_iaxx_1944_0020_000_0000||44|Book Review: Europe|Journals|T. H. Minshall||T.|H.|Minshall||22214622|
cho_iaxx_1944_0020_000_0000||64|Book Review: Air|Journals|T. H. Minshall||T.|H.|Minshall||22214622|
cho_iaxx_1944_0020_000_0000||69|Book Review: Europe|Journals|T. H. Minshall||T.|H.|Minshall||22214622|
cho_iaxx_1944_0020_000_0000||68|Book Review: British Commonwealth of Nations|Journals|T. L.||T.||L.|||can't ID
cho_book_1969_reese_000_0000||5|Acknowledgements|Books|T. R. R.||T.|R.|R.||14868175|
cho_iaxx_1944_0020_000_0000||68|Book Review: British Commonwealth of Nations|Journals|T. S.||T.||S.|||can't ID
cho_iaxx_1944_0020_000_0000||98|Book Review: United States|Journals|T. S.||T.||S.|||can't ID
cho_iaxx_1944_0020_000_0000||11|Manchuria Today|Journals|The Rev. John Stewart|The Rev.|John||Stewart||22247888|
cho_wtxx_1974_0030_000_0000||84|Watergate and American foreign policy|Journals|Theodore C. Sorensen||Theodore|C.|Sorensen||13026636|
cho_iaxx_1971_0047_000_0000|International Affairs|Book Level||Journals|Thomas Barman||Thomas||Barman||22247560|
cho_iaxx_1971_0047_000_0000||20|Book Review: Western Europe|Journals|Thomas Barman||Thomas||Barman||22247560|
cho_iaxx_1971_0047_000_0000||44|Book Review: History|Journals|Thomas Barman||Thomas||Barman||22247560|
cho_iaxx_1971_0047_000_0000||49|Book Review: Western Europe|Journals|Thomas Barman||Thomas||Barman||22247560|
cho_iaxx_1971_0047_000_0000||50|Book Review: U.S.S.R. and Eastern Europe|Journals|Thomas Barman||Thomas||Barman||22247560|
cho_iaxx_1971_0047_000_0000||100|Book Review: International|Journals|Thomas Barman||Thomas||Barman||22247560|
cho_iaxx_1971_0047_000_0000||104|Book Review: Western Europe|Journals|Thomas Barman||Thomas||Barman||22247560|
cho_wtxx_1974_0030_000_0000||46|The Portuguese coup: Causes and probable consequences|Journals|Thomas C. Bruneau||Thomas|C.|Bruneau||14436957|
cho_iaxx_1971_0047_000_0000||25|Book Review: Far East and Pacific|Journals|Tibor Mende||Tibor||Mende||22351148|
cho_iaxx_1971_0047_000_0000||46|Book Review: Politics, Economics and Social|Journals|Tibor Mende||Tibor||Mende||22351148|
cho_iaxx_1971_0047_000_0000||101|Book Review: Politics, Economics and Social|Journals|Tibor Mende||Tibor||Mende||22351148|
cho_iaxx_1971_0047_000_0000||105|Book Review: U.S.S.R. and Eastern Europe|Journals|Tony Longrigg||Tony||Longrigg||22382782|
cho_wtxx_1974_0030_000_0000||72|Grenada: Maxi-crisis for mini-state|Journals|Tony Thorndike||Tony||Thorndike||14350615|
cho_book_1961_hughes_000_0000|The Economic Development of Communist China 1949-1960|Book Level||Books|Trevor Jones Hughes||Trevor|Jones|Hughes|||no bio info found; appears to be economist or businessperson based on writings
cho_wtxx_1974_0030_000_0000||78|CAP - beginning to take stock|Journals|Trevor Parfitt||Trevor||Parfitt||22351155|
cho_iaxx_1971_0047_000_0000||26|Book Review: Australasia|Journals|Trevor R. Reese||Trevor|R.|Reese||14868175|
cho_iaxx_1971_0047_000_0000||55|Book Review: Australasia|Journals|Trevor R. Reese||Trevor|R.|Reese||14868175|
cho_iaxx_1971_0047_000_0000||81|Book Review: Australasia|Journals|Trevor R. Reese||Trevor|R.|Reese||14868175|
cho_book_1969_reese_000_0000|Australia, New Zealand, and the United States|Book Level||Books|Trevor Richard Reese||Trevor|Richard|Reese||14868175|
cho_wtxx_1974_0030_000_0000||32|West European defence identity: The French paradox|Journals|Uwe Nerlich||Uwe||Nerlich||22382790|
cho_iaxx_1944_0020_000_0000||17|Book Review: General|Journals|V. A. K.||V.|A.|K.|||can't ID
cho_iaxx_1944_0020_000_0000||23|Book Review: U.S.S.R.|Journals|V. A. K.||V.|A.|K.|||can't ID
cho_iaxx_1944_0020_000_0000||41|Book Review: War and Strategy|Journals|V. A. K.||V.|A.|K.|||can't ID
cho_iaxx_1944_0020_000_0000||44|Book Review: Europe|Journals|V. A. K.||V.|A.|K.|||can't ID
cho_iaxx_1971_0047_000_0000||24|Book Review: South and South-East Asia|Journals|V. G. Kiernan||V.|G.|Kiernan||14687197|
cho_iaxx_1971_0047_000_0000||53|Book Review: South and South-East Asia|Journals|V. G. Kiernan||V.|G.|Kiernan||14687197|
cho_iaxx_1971_0047_000_0000||79|Book Review: South and South-East Asia|Journals|V. G. Kiernan||V.|G.|Kiernan||14687197|
cho_iaxx_1971_0047_000_0000||108|Book Review: South and South-East Asia|Journals|V. G. Kiernan||V.|G.|Kiernan||14687197|
cho_iaxx_1971_0047_000_0000||109|Book Review: Far East and Pacific|Journals|V. G. Kiernan||V.|G.|Kiernan||14687197|
cho_wtxx_1953_0009_000_0000||101|British Guiana|Journals|V. K.||V.||K.|||can't ID
cho_iaxx_1944_0020_000_0000||22|Book Review: Europe|Journals|V. L. K.||V.|L.|K.|||can't ID
cho_iaxx_1944_0020_000_0000||22|Book Review: Europe|Journals|V. L. K.||V.|L.|K.|||can't ID
cho_iaxx_1944_0020_000_0000||41|Book Review: War and Strategy|Journals|V. L. K.||V.|L.|K.|||can't ID
cho_iaxx_1944_0020_000_0000||49|Book Review: The Americas|Journals|V. L. K.||V.|L.|K.|||can't ID
cho_iaxx_1944_0020_000_0000||85|Book Review: General|Journals|V. L. K.||V.|L.|K.|||can't ID
cho_siax_1936_0000_000_0000|Survey of International Affairs|Book Level||Survey and Documents|V. M. Boulter||V.|M.|Boulter||22379601|
cho_book_1965_purcell_000_0000||4|Preface|Books|V. P.||V.||P.||14323355|
cho_iaxx_1944_0020_000_0000||22|Book Review: Europe|Journals|V. R.||V.||R.|||can't ID
cho_iaxx_1971_0047_000_0000||47|Book Review: Military|Journals|V. Wright||V.||Wright|||can't ID
cho_byil_1949_0026_000_0000||8|Aspects of State Sovereignty|Survey and Documents|Val. Dale||Val.||Dale|||can't ID
cho_iaxx_1971_0047_000_0000||15|Book Review: History|Journals|Valerie Cromwell||Valerie||Cromwell||22382795|
cho_iaxx_1971_0047_000_0000||16|Book Review: International|Journals|Valerie Cromwell||Valerie||Cromwell||22382795|
cho_iaxx_1971_0047_000_0000||44|Book Review: History|Journals|Valerie Cromwell||Valerie||Cromwell||22382795|
cho_wtxx_1974_0030_000_0000||38|Note of the month: UN Focus on Raw Materials|Journals|Vanya Walker - Leigh||Vanya||Walker - Leigh||22297274|
cho_iaxx_1944_0020_000_0000||97|Book Review: Far East and Pacific|Journals|Victor Purcell||Victor||Purcell||14323355|
cho_book_1965_purcell_000_0000|The Chinese in Southeast Asia|Book Level||Books|Victor Purcell C.M.G., Litt. D.||Victor||Purcell|C.M.G., Litt. D.|14323355|
cho_wtxx_1974_0030_000_0000||25|Notes of the Month: The Islamic Summit|Journals|Vijay Saroop||Vijay||Saroop|||can't ID
cho_iaxx_1971_0047_000_0000||112|Book Review: Latin America and the Caribbean|Journals|Vincent Cable||Vincent||Cable||14580011|
cho_iaxx_1971_0047_000_0000||44|Book Review: History|Journals|Violet Conolly||Violet||Conolly||14606393|
cho_iaxx_1971_0047_000_0000||105|Book Review: U.S.S.R. and Eastern Europe|Journals|Violet Conolly||Violet||Conolly||14606393|
cho_iaxx_1944_0020_000_0000||19|Book Review: Law and Procedure|Journals|Vladimir Idelson||Vladimir||Idelson||22351158|
cho_iaxx_1944_0020_000_0000||66|Book Review: Law|Journals|Vladimir Idelson||Vladimir||Idelson||22351158|
cho_iaxx_1971_0047_000_0000||25|Book Review: Far East and Pacific|Journals|W. A. C. Adie||W.|A. C.|Adie|||no bio info found
cho_book_1964_haseeb_000_0000||4|Foreword|Books|W. B. Reddaway||W.|B.|Reddaway||14328890|
cho_iaxx_1944_0020_000_0000||78|New Guinea under War Conditions|Journals|W. E. H. Stanner||W.|E. H.|Stanner||13985994|
cho_wtxx_1953_0009_000_0000||36|Motives and Methods of European Integration|Journals|W. H.||W.||H.|||can't ID
cho_iaxx_1971_0047_000_0000||53|Book Review: South and South-East Asia|Journals|W. H. Morris-Jones||W.|H.|Morris-Jones||14787865|
cho_iaxx_1971_0047_000_0000||20|Book Review: Western Europe|Journals|W. Horsfall Carter||W.|Horsfall|Carter||22232594|
cho_byil_1931_0012_000_0000||32|Mandates|Survey and Documents|W. I. J.||W.|I.|J.|||can't ID
cho_iaxx_1944_0020_000_0000||69|Book Review: Europe|Journals|W. J. Rose||W.|J.|Rose||22248098|
cho_wtxx_1953_0009_000_0000||47|Soviet Statistics|Journals|W. K.||W.||K.|||can't ID
cho_iaxx_1944_0020_000_0000||43|Book Review: British Commonwealth of Nations|Journals|W. K. Hancock||W.|K.|Hancock||13632268|
cho_wtxx_1974_0030_000_0000||61|Notes of the month: Turkey and the Cyprus Crisis|Journals|W. M. Hale||W.|M.|Hale||14496281|
cho_iaxx_1971_0047_000_0000||23|Book Review: Africa|Journals|W. P. Kirkman||W.|P.|Kirkman||14644696|
cho_iaxx_1971_0047_000_0000||52|Book Review: Africa|Journals|W. P. Kirkman||W.|P.|Kirkman||14644696|
cho_iaxx_1944_0020_000_0000||68|Book Review: British Commonwealth of Nations|Journals|W. P. Morrell||W.|P.|Morrell||13847481|
cho_iaxx_1944_0020_000_0000||91|Book Review: British Commonwealth of Nations|Journals|W. P. Morrell||W.|P.|Morrell||13847481|
cho_byil_1920-1921_0001_000_0000||17|Heinrich Lammasch|Survey and Documents|W. R. Bisschop D.C.L.||W.|R.|Bisschop|D.C.L.|22382818|
cho_iaxx_1971_0047_000_0000||20|Book Review: Western Europe|Journals|W. V. Wallace||W.|V.|Wallace|||can't ID
cho_iaxx_1971_0047_000_0000||21|Book Review: U.S.S.R. and Eastern Europe|Journals|W. V. Wallace||W.|V.|Wallace|||can't ID
cho_iaxx_1971_0047_000_0000||99|Book Review: History|Journals|W. V. Wallace||W.|V.|Wallace|||can't ID
cho_book_1976_wallace_000_0000||5|Preface|Books|W. W.||W.||W.||15022206|
cho_iaxx_1944_0020_000_0000||65|Book Review: War and Strategy|Journals|W. W. Astor||W.|W.|Astor||14372397|
cho_byil_1949_0026_000_0000||13|Application of the Maxim Mobilia Sequuntur Personam to Bankruptcy in Private International Law|Survey and Documents|Walter Raeburn K.C., LL.M.||Walter||Raeburn|K.C., LL.M.|22382827|
cho_iaxx_1971_0047_000_0000|International Affairs|Book Level||Journals|Wenoly Huide||Wenoly||Huide|||can't ID
cho_iaxx_1944_0020_000_0000||49|Book Review: The Americas|Journals|Wilfrid Andrews||Wilfrid||Andrews|||can't ID
cho_iaxx_1971_0047_000_0000||49|Book Review: Western Europe|Journals|Wilfrid Knapp||Wilfrid||Knapp||22382831|
cho_byil_1949_0026_000_0000||8|Aspects of State Sovereignty|Survey and Documents|William Aubrey||William||Aubrey|||can't ID
cho_byil_1949_0026_000_0000||8|Aspects of State Sovereignty|Survey and Documents|William Drurie||William||Drurie|||can't ID
cho_iaxx_1971_0047_000_0000||47|Book Review: Military|Journals|William Gutteridge||William||Gutteridge||14676710|
cho_wtxx_1974_0030_000_0000||27|Japanese foreign policy: Continuity amidst change|Journals|William J. Barnds||William|J.|Barnds|||can't ID
cho_iaxx_1971_0047_000_0000||49|Book Review: Western Europe|Journals|William W. Paterson||William|W.|Paterson|||can't ID
cho_book_1976_wallace_000_0000|The Foreign Policy in Britain|Book Level||Books|William Wallace||William||Wallace||15022206|
cho_byil_1949_0026_000_0000||8|Aspects of State Sovereignty|Survey and Documents|Wm. Scott||Wm.||Scott|||can't ID
cho_iaxx_1971_0047_000_0000||20|Book Review: Western Europe|Journals|Wolf Mendl||Wolf||Mendl||22300387|
cho_iaxx_1971_0047_000_0000||106|Book Review: Middle East|Journals|Y. Evron||Y.||Evron|||possibly Yair Evron, Israeli college teacher, b. 11-27-31
cho_book_1924_temperley_003_0000||1|Front Matter|Books||||||||
cho_book_1924_temperley_003_0000||2|Front Matter|Books||||||||
cho_book_1924_temperley_003_0000||3|Front Matter|Books||||||||
cho_book_1924_temperley_003_0000||4|Contents of Vol. III|Books||||||||
cho_book_1924_temperley_003_0000||5|Chronological Summary|Books||||||||
cho_book_1924_temperley_003_0000||6|The Peace Conference|Books||||||||
cho_book_1924_temperley_003_0000||7|Appendix I|Books||||||||
cho_book_1924_temperley_003_0000||8|The German Treaties with Russia and Rumania|Books||||||||
cho_book_1924_temperley_003_0000||9|Part I. Russia and Germany|Books||||||||
cho_book_1924_temperley_003_0000||10|Part II. Rumania and Germany|Books||||||||
cho_book_1924_temperley_003_0000||11|Appendix II League of Nations Documents|Books||||||||
cho_book_1924_temperley_003_0000||12|Part I Extracts from Speeches, etc., Sept.-Dec. 1918|Books||||||||
cho_book_1924_temperley_003_0000||13|Appendix II, Part II Composition of the Commission of the League of Nations|Books||||||||
cho_book_1924_temperley_003_0000||14|Appendix II, Part III Resolutions Passed by the Plenary Conference of 25th January, 1919|Books||||||||
cho_book_1924_temperley_003_0000||15|Appendix II, Part IV Revisions of the Text of the Covenant of the League|Books||||||||
cho_book_1924_temperley_003_0000||16|Appendix II, Part V Extracts from President Wilson's Speeches subsequent to the Armistice|Books||||||||
cho_book_1924_temperley_003_0000||17|Appendix III, Part I|Books||||||||
cho_book_1924_temperley_003_0000||18|I. Extracts from Discussion between President Wilson and the Senate Commission at the White House, August 19, 1919|Books||||||||
cho_book_1924_temperley_003_0000||19|II. Two Statements by General Smuts|Books||||||||
cho_book_1924_temperley_003_0000||20|III. Speech of M. Clemenceau in Introducing Peace Treaty to the French Chamber, 30th June, 1919|Books||||||||
cho_book_1924_temperley_003_0000||21|IV. Speech of Mr. Lloyd George in Introducing Peace Treaty to House of Commons, 3rd July, 1919|Books||||||||
cho_book_1924_temperley_003_0000||22|Appendix III, Part II|Books||||||||
cho_book_1924_temperley_003_0000||23|Treaty of Peace between the Allied and Associated Powers and Germany|Books||||||||
cho_book_1924_temperley_003_0000||24|Conditions of Peace|Books||||||||
cho_book_1924_temperley_003_0000||25|The United States of America, the British Empire, France, Italy and Japan|Books||||||||
cho_book_1924_temperley_003_0000||26|Part I The Covenant of the League of Nations|Books||||||||
cho_book_1924_temperley_003_0000||27|Part II Boundaries of Germany|Books||||||||
cho_book_1924_temperley_003_0000||28|Part III Political Clauses for Europe|Books||||||||
cho_book_1924_temperley_003_0000||29|Part IV German Rights and Interests outside Germany|Books||||||||
cho_book_1924_temperley_003_0000||30|Part V Military, Naval and Air Clauses|Books||||||||
cho_book_1924_temperley_003_0000||31|Part VI Prisoners of War and Graves|Books||||||||
cho_book_1924_temperley_003_0000||32|Part VII Penalties|Books||||||||
cho_book_1924_temperley_003_0000||33|Part VIII Reparation|Books||||||||
cho_book_1924_temperley_003_0000||34|Part IX Financial Clauses|Books||||||||
cho_book_1924_temperley_003_0000||35|Part X Economic Clauses|Books||||||||
cho_book_1924_temperley_003_0000||36|Part XI Aerial Navigation|Books||||||||
cho_book_1924_temperley_003_0000||37|Part XII Ports, Waterways and Railways|Books||||||||
cho_book_1924_temperley_003_0000||38|Part XIII Labour|Books||||||||
cho_book_1924_temperley_003_0000||39|Part XIV Guarantees|Books||||||||
cho_book_1924_temperley_003_0000||40|Part XV Miscellaneous Provisions|Books||||||||
cho_book_1924_temperley_003_0000||41|Annex I Treaty between France and Great Britain|Books||||||||
cho_book_1924_temperley_003_0000||42|Annex II Assistance to France in the Event of Unprovoked Aggression by Germany|Books||||||||
cho_book_1924_temperley_003_0000||43|Annex III Agreement between the United States of America, Belgium, the British Empire, and France and Germany|Books||||||||
cho_book_1924_temperley_003_0000||44|Annex IV Protocol. Supplementary to the Treaty of Peace|Books||||||||
cho_book_1924_temperley_003_0000||45|Appendix IV Text of the New German Constitution|Books||||||||
cho_book_1924_temperley_003_0000||46|First Chapter the Realm: Its Structure and Functions|Books||||||||
cho_book_1924_temperley_003_0000||47|Section I Realm and Lands|Books||||||||
cho_book_1924_temperley_003_0000||48|Section II The Reichstag (National Assembly)|Books||||||||
cho_book_1924_temperley_003_0000||49|Section III The President of the Realm and the National Government|Books||||||||
cho_book_1924_temperley_003_0000||50|Section IV The Reichsrat (Council of the Realm)|Books||||||||
cho_book_1924_temperley_003_0000||51|Section V Legislation of the Realm|Books||||||||
cho_book_1924_temperley_003_0000||52|Section VI Administration of the Realm|Books||||||||
cho_book_1924_temperley_003_0000||53|Section VII Justice|Books||||||||
cho_book_1924_temperley_003_0000||54|Second Chapter Fundamental Rights and Fundamental Duties of Citizens|Books||||||||
cho_book_1924_temperley_003_0000||55|Section I The Individual|Books||||||||
cho_book_1924_temperley_003_0000||56|Section II The Life of the Community|Books||||||||
cho_book_1924_temperley_003_0000||57|Section III Religion and Religious Bodies|Books||||||||
cho_book_1924_temperley_003_0000||58|Section IV Schools and Education|Books||||||||
cho_book_1924_temperley_003_0000||59|Section V The Economic System|Books||||||||
cho_book_1924_temperley_003_0000||60|Temporary Clauses and Concluding Clauses|Books||||||||
cho_book_1924_temperley_003_0000||61|Official Index to the Treaty of Peace|Books||||||||
